Source,Word,Definition
hEnglish   advanced version,anarchize,"anarchize \an""arch*ize\ (&?;), v. t. to reduce to anarchy."
hEnglish   advanced version,anasarcous,"anasarcous \an`a*sar""cous\ (&?;), a. belonging, or affected by, anasarca, or dropsy; dropsical."
hEnglish   advanced version,anaseismic,"anaseismic \an`a*seis""mic\ (?), a. [cf. gr. &?; a shaking up and down.] moving up and down; -- said of earthquake shocks."
hEnglish   advanced version,anastalsis,anastalsis n : muscular action of the alimentary tract in a direction opposite to peristalsis [ant: peristalsis]
hEnglish   advanced version,anastaltic,"anastaltic \an`a*stal""tic\ (-stăl""t&ibreve;k), a. & n. [gr. 'anastaltiko`s fitted for checking, fr. 'ana` + ste`llein to send.] (med.) styptic. [obs.]"
hEnglish   advanced version,anathemas,anathemas see under anathema
hEnglish   advanced version,anatocism,"anatocism \a*nat""o*cism\ (&?;), n. [l. anatocismus, gr. &?;; &?; again + &?; to lend on interest.] (law) compound interest. [r.] ["
hEnglish   advanced version,anatomies,anatomies see under anatomy
hEnglish   advanced version,anatomize,"HR> anatomize \a*nat""o*mize\ (&?;), v. t. [imp. & p"
hEnglish   advanced version,anatomizer,"anatomizer \a*nat""o*mi`zer\ (&?;), n. a dissector."
hEnglish   advanced version,anatreptic,"anatreptic \an`a*trep""tic\ (&?;), a. [overturning, fr. &?; to turn up or over; &?; + &?; too turn.] overthrowing; defeating; -- applied to plato's refutative dialogues. --enfield."
hEnglish   advanced version,anchorable,"anchorable \an""chor*a*ble\ (&?;), a. fit for anchorage."
hEnglish   advanced version,anchoretic,"anchoretic \an`cho*ret""ic\ (&?;), anchoretical \an`cho*ret""ic*al\ (&?;), ] a. [cf. gr. &?;.] pertaining to an anchoret or hermit; after the manner of an anchoret."
hEnglish   advanced version,anchoritic,"anchoritic adj : characterized by ascetic solitude; ""the eremitic element in the life of a religious colony""; ""his hermitic existence"" [syn: eremitic, eremitical, hermitic, hermitical]"
hEnglish   advanced version,anchorman,"anchorman n : a television reporter who coordinates a broadcast to which several correspondents contribute [syn: anchor, anchorperson]"
hEnglish   advanced version,ancistroid,"ancistroid \an*cis""troid\ (&?;), a. [gr. &?;; &?; a hook + &?; shape.] hook-shaped."
hEnglish   advanced version,andabatism,"andabatism \an""da*ba*tism\ (&?;), n. [l. andabata a kind of roman gladiator, who fought hoodwinked.] doubt; uncertainty. [obs.]"
hEnglish   advanced version,andre weil,"andre weil n : united states mathematician (born in france) (1906-1998) [syn: weil, andre weil]"
hEnglish   advanced version,andreessen,marc andreessen
hEnglish   advanced version,androgynal,androgynal see under androgynous
hEnglish   advanced version,androides,androides see under android
hEnglish   advanced version,andromachi,theriaca andromachi
hEnglish   advanced version,androphagi,"androphagi \an*droph""a*gi\ (&?;), n. pl. [nl., fr. gr. &?;; 'anh`r, 'andro`s, man + &?; to eat.] cannibals; man-eaters; anthropophagi. [r.]"
hEnglish   advanced version,androspore,"androspore \an""dro*spore\ (&?;), n. [gr. 'anh`r, 'andro`s, a man + &?; a seed.] (bot.) a spore of some alg?, which has male functions."
hEnglish   advanced version,androtomy,"androtomy \an*drot""o*my\ (&?;), n. [gr. 'anh`r, 'andro`s, man + &?; a cutting. cf. anatomy.] dissection of the human body, as distinguished from zo?tomy; anthropotomy. [r.]"
hEnglish   advanced version,anecdotist,anecdotist see under anecdotic
hEnglish   advanced version,anelectric,"anelectric \an`e*lec""tric\ (&?;), a. [gr. 'an priv. + e. electric.] (physics) not becoming electrified by friction; -- opposed to idioelectric. -- n. a substance incapable of being electrified by friction."
hEnglish   advanced version,anemology,"anemology \an`e*mol""o*gy\ (&?;), n. [gr. &?; wind + -logy.] the science of the wind."
hEnglish   advanced version,anemometry,"anemometry \an`e*mom""e*try\ (&?;), n. the act or process of ascertaining the force or velocity of the wind."
hEnglish   advanced version,anenterous,"anenterous \an*en""ter*ous\ (&?;), a. [gr. 'an priv. + &?; intestine, &?; within, &?; in.] (zo?l.) destitute of a stomach or an intestine."
hEnglish   advanced version,aneurysmal,aneurysmal see under aneurismal
hEnglish   advanced version,anfracture,"anfracture \an*frac""ture\ (&?;), n. a mazy winding."
hEnglish   advanced version,angeiology,"angeiology \an`gei*ol""o*gy\ (&?;), n., angeiotomy \an`gei*ot""o*my\, etc. same as angiology, angiotomy, etc."
hEnglish   advanced version,angeiotomy,angeiotomy see under angeiology
hEnglish   advanced version,angel bed,"angel bed angel bed, a bed without posts... see also angel"
hEnglish   advanced version,angel fish,angel fish see under spadefish
hEnglish   advanced version,angel gold,"angel gold angel gold, standard gold. [obs.].. see also angel"
hEnglish   advanced version,angel shot,"angel shot (mil.), a kind of chain shot... see also angel"
hEnglish   advanced version,angelhood,"angelhood \an""gel*hood\ (&?;), n. the state of being an angel; angelic nature. browning. ["
hEnglish   advanced version,angellike,"angellike \an""gel*like`\ (&?;), a. & adv. resembling an angel."
hEnglish   advanced version,angelology,"angelology \an`gel*ol""o*gy\ (&?;), n. [l. angelus, gr. &?; + -logy.] a discourse on angels, or a body of doctrines in regard to angels. the same mythology commanded the general consent; the same angelology, demonology."
hEnglish   advanced version,angiology,"angiology \an`gi*ol""o*gy\ (-&obreve;l""&osl;*j&ybreve;), n. [angio- + -logy.] (anat.) that part of anatomy which treats of blood vessels and lymphatics."
hEnglish   advanced version,angiopathy,"angiopathy \an`gi*op""a*thy\ (?), n. [angio- + gr. &?; disease.] (med.) disease of the vessels, esp. the blood vessels."
hEnglish   advanced version,angioscope,"angioscope \an""gi*o*scope\ (ăn""j&ibreve;*&osl;*skōp), n. [angio- + -scope.] an instrument for examining the capillary vessels of animals and plants. --morin."
hEnglish   advanced version,angiotomy,"angiotomy \an`gi*ot""o*my\ (&?;), n. [angio- + gr. &?; a cutting.] (anat.) dissection of the blood vessels and lymphatics of the body."
hEnglish   advanced version,angle bar,"angle bar angiotomy \an`gi*ot""o*my\ (&?;), n. [angio- + gr. &?; a cutting.] (anat.) dissection of the blood vessels and lymphatics of the body."
hEnglish   advanced version,angle bead,"angle bead (arch.), a bead worked on or fixed to the angle of any architectural work, esp. for protecting an angle of a wall... see angle"
hEnglish   advanced version,angle tie,"angle tie (carp.), a brace across an interior angle of a wooden frame, forming the hypothenuse and securing the two side pieces together... see angle"
hEnglish   advanced version,anglemeter,"anglemeter \an""gle*me`ter\ (&?;), n. [angle + -meter.] an instrument to measure angles, esp. one used by geologists to measure the dip of strata."
hEnglish   advanced version,anglewise,"anglewise \an""gle*wise`\ (&?;), adv. [angle + wise, oe. wise manner.] in an angular manner; angularly."
hEnglish   advanced version,anglicify,"anglicify \an*glic""i*fy\ (&?;), v. t. [nl. anglicus english + -fly.] to anglicize. [r.]"
hEnglish   advanced version,anglicize,"anglicize \an""gli*cize\ (&?;), v. t. [imp. & p. p. anglicized (&?;); p. pr. & vb. n. anglicizing.] to make english; to english; to anglify; render conformable to the english idiom, or to english analogies."
hEnglish   advanced version,angola cat,angola cat see under angora
hEnglish   advanced version,angola pea,angola pea see under angora
hEnglish   advanced version,angolensis,pterocarpus angolensis
hEnglish   advanced version,angoumois,angoumois moth
hEnglish   advanced version,angriness,"angriness \an""gri*ness\, n. the quality of being angry, or of being inclined to anger. such an angriness of humor that we take fire at everything. --whole duty of man."
hEnglish   advanced version,angry walk,"angry walk animally \an""i*mal*ly\, adv. physically. eliot."
hEnglish   advanced version,anguiform,"anguiform \an""gui*form\ (&?;), a. [l. angius snake + -form.] snake-shaped."
hEnglish   advanced version,anguineal,"anguineal \an*guin""e*al\ (&?;), a. anguineous."
hEnglish   advanced version,anguineous,"anguineous \an*guin""e*ous\ (&?;), a. [l. anguineus.] snakelike."
hEnglish   advanced version,angularis,vigna angularis phaseolus angularis
hEnglish   advanced version,angulated,angulated see under angulate
hEnglish   advanced version,angulatus,peccari angulatus tayassu angulatus
hEnglish   advanced version,angulosity,"angulosity \an`gu*los""i*ty\ (&?;), n. a state of being angulous or angular. [obs.]"
hEnglish   advanced version,angustate,"angustate \an*gus""tate\ (&?;), a. [l. angustatus, p. p. of angustare to make narrow.] narrowed."
hEnglish   advanced version,angustura,angustura bark
hEnglish   advanced version,angwantibo,"angwantibo \an`gwan*ti""bo\ (&?;), n. (zo?l.) a small lemuroid mammal (arctocebus calabarensis) of africa. it has only a rudimentary tail."
hEnglish   advanced version,anhistous,"anhistous \an*his""tous\ (&?;), a. [gr. 'an priv. + ""isto`s web, tissue: cf. f. anhiste.] (biol.) without definite structure; as, an anhistous membrane."
hEnglish   advanced version,anhungered,"anhungered \an*hun""gered\ (&?;), a. ahungered; longing. [archaic]"
hEnglish   advanced version,anientise,anientise see under anient
hEnglish   advanced version,anileness,"anileness \an""ile*ness\ (&?;), n. anility. [r.]"
hEnglish   advanced version,anilinism,"anilinism \an""i*lin*ism\ (?), n. [aniline + -ism.] (med.) a disease due to inhaling the poisonous fumes present in the manufacture of aniline."
hEnglish   advanced version,animal oil,"animal oil animal oil,.. see also oil"
hEnglish   advanced version,animalcula,animalcula see under animalculum
hEnglish   advanced version,animalcute,sun animalcute
hEnglish   advanced version,animalish,"animalish \an""i*mal*ish\ (&?;), a. like an animal."
hEnglish   advanced version,animalness,"animalness \an""i*mal*ness\, n. animality. [r.]"
hEnglish   advanced version,animastic,"animastic \an`i*mas""tic\ (&?;), a. [l. anima breath, life.] pertaining to mind or spirit; spiritual. animastic \an`i*mas""tic\, n. psychology. [obs.]"
hEnglish   advanced version,animatedly,"animatedly \an""i*ma`ted*ly\, adv. with animation."
hEnglish   advanced version,anisocoria,"anisocoria \an`i*so*co""ri*a\ (?), n. [nl., fr. gr. &?; + &?; pupil.] (med.) inequality of the pupils of the eye."
hEnglish   advanced version,anisomeric,"anisomeric \an`i*so*mer""ic\ (&?;), a. [gr. &?; unequal + &?; part.] (chem.) not isomeric; not made of the same components in the same proportions."
hEnglish   advanced version,anisopoda,"anisopoda \an`i*sop""o*da\ (&?;), n. pl. [nl., fr. gr. &?; unequal + -poda.] (zo?l.) a division of crustacea, which, in some its characteristics, is intermediate between amphipoda and isopoda."
hEnglish   advanced version,anisospore,"anisospore \an""i*so*spore`\ (?), n. [gr. &?; priv. + isospore.] (biol.) a sexual spore in which the sexes differ in size; -- opposed to isospore."
hEnglish   advanced version,ankle bone,"ankle bone ankle bone, the bone of the ankle; the astragalus... see also ankle"
hEnglish   advanced version,ankle-deep,ankle-deep adj : coming only to the ankle or knee [syn: knee-deep]
hEnglish   advanced version,ankylosing,ankylosing spondylitis
hEnglish   advanced version,anna purna,anna purna see under kali
hEnglish   advanced version,annalistic,"annalistic \an`nal*is""tic\ (&?;), a. pertaining to, or after the manner of, an annalist; as, the dry annalistic style.""a stiff annalistic method."" g. c. lewis."
hEnglish   advanced version,annectent,"annectent \an*nec""tent\ (&?;), a. [l. annectere to tie or bind to. see annex.] connecting; annexing. ["
hEnglish   advanced version,annelidan,annelidan see under annelid
hEnglish   advanced version,annelidous,"annelidous \an*nel""i*dous\ (&?;), a. (zo?l.) of the nature of an annelid."
hEnglish   advanced version,annellata,"annellata \an`nel*la""ta\ (&?;), n. pl. [nl.] (zo?l.) see annelida."
hEnglish   advanced version,anniverse,"anniverse \an""ni*verse\ (&?;), n. [l. anni versus the turning of a year.] anniversary. [obs.]"
hEnglish   advanced version,annodated,"annodated \an""no*da`ted\ (&?;), a. [l. ad to + nodus a knot.] (her.) curved somewhat in the form of the letter s. ussans."
hEnglish   advanced version,annominate,"annominate \an*nom""i*nate\ (&?;), v. t. to name. [r.]"
hEnglish   advanced version,annotative,"annotative \an""no*ta*tive\ (&?;), a. characterized by annotations; of the nature of annotation."
hEnglish   advanced version,annotatory,"annotatory \an*no""ta*to*ry\ (&?;), a. pertaining to an annotator; containing annotations. [r.]"
hEnglish   advanced version,annotinous,"annotinous \an*not""i*nous\ (&?;), a. [l. annotinus, fr. annus year.] (bot.) a year old; in yearly growths."
hEnglish   advanced version,annoyingly,annoyingly see under annoying
hEnglish   advanced version,annualist,"annualist \an""nu*al*ist\, n. one who writes for, or who edits, an annual. [r.]"
hEnglish   advanced version,annuities,annuities see annuity
hEnglish   advanced version,annularis,pomoxis annularis
hEnglish   advanced version,annularity,"annularity \an`nu*lar""i*ty\ (&?;), n. annular condition or form; as, the annularity of a nebula. rogers."
hEnglish   advanced version,annularry,"annularry \an""nu*lar*ry\, adv. in an annular manner."
hEnglish   advanced version,annulated,"annulated adj : shaped like a ring [syn: annular, annulate, circinate, circular, ringed, ring-shaped]"
hEnglish   advanced version,annullable,"annullable \an*nul""la*ble\ (&?;), a. that may be annulled."
hEnglish   advanced version,annulosan,"annulosan \an`nu*lo""san\ (&?;), n. (zo?l.) one of the annulosa."
hEnglish   advanced version,annumerate,"annumerate \an*nu""mer*ate\ (&?;), v. t. [l. annumeratus, p. p. of annumerare. see numerate.] to add on; to count in. [obs.]"
hEnglish   advanced version,anodynous,"anodynous \an""o*dy`nous\ (&?;), a. anodyne."
hEnglish   advanced version,anointing,anointing of the sick
hEnglish   advanced version,anomalies,anomalies see under anomaly
hEnglish   advanced version,anomalism,"anomalism \a*nom""a*lism\ (&?;), n. an anomaly; a deviation from rule. ["
hEnglish   advanced version,anomoural,anomoural see under anomural
hEnglish   advanced version,anomouran,anomouran see also anomural
hEnglish   advanced version,anon right,"anon right anon right, at once; right off. [obs.].. see also anon"
hEnglish   advanced version,anonaceous,"anonaceous \an`o*na""ceous\, a. pertaining to the order of plants including the soursop, custard apple, etc."
hEnglish   advanced version,anorthopia,"anorthopia \an`or*tho""pi*a\ (?), n. [nl., fr. gr. &?; priv. + ortho- + gr. &?;, &?;, the eye.] (med.) distorted vision, in which straight lines appear bent."
