headword,pos,definition,examples,synonyms
piffle,verb,act in a trivial or ineffective way [verb.body],,
pig,verb,"live like a pig, in squalor [verb.stative] | eat greedily [verb.consumption] | give birth [verb.body]","he devoured three sandwiches | ""he devoured three sandwiches"" | sows farrow | ""sows farrow""","pig it, devour, guttle, raven, farrow"
pig it,verb,"live like a pig, in squalor [verb.stative]",,pig
pig out,verb,overeat or eat immodestly [verb.consumption],"She stuffed herself at the dinner | The kids binged on ice cream | make a pig of oneself | ""She stuffed herself at the dinner"" | ""The kids binged on ice cream""","gorge, ingurgitate, overindulge, glut, englut, stuff, engorge, overgorge, overeat, gormandize"
pigeonhole,verb,place into a small compartment [verb.contact] | treat or classify according to a mental stereotype [verb.cognition],"I was stereotyped as a lazy Southern European | ""I was stereotyped as a lazy Southern European""","stereotype, stamp"
piggyback,verb,ride on someone's shoulders or back [verb.motion] | haul truck trailers loaded with commodities on railroad cars [verb.contact] | haul by railroad car [verb.contact] | support on the back and shoulders [verb.contact] | bring into alignment with [verb.change],"He piggybacked her child so she could see the show | ""He piggybacked her child so she could see the show"" | an amendment to piggyback the current law | ""an amendment to piggyback the current law""",
pigment,verb,acquire pigment [verb.change] | color or dye with a pigment [verb.change],"become colored or imbued | pigment a photograph | ""pigment a photograph""",
pile,verb,arrange in stacks [verb.contact] | press tightly together or cram [verb.motion] | place or lay as if in a pile [verb.contact],"heap firewood around the fireplace | stack your books up on the shelves | ""heap firewood around the fireplace"" | ""stack your books up on the shelves"" | The crowd packed the auditorium","stack, heap, throng, mob, pack, jam"
pile up,verb,collect or gather [verb.change] | arrange into piles or stacks [verb.contact] | get or gather together [verb.possession],"Journals are accumulating in my office | The work keeps piling up | ""Journals are accumulating in my office"" | ""The work keeps piling up"" | She piled up her books in my living room","accumulate, cumulate, conglomerate, gather, amass, heap up, stack up, roll up, collect, compile, hoard"
pillage,verb,steal goods [verb.possession],"During the earthquake people looted the stores that were deserted by their owners | take as spoils | ""During the earthquake people looted the stores that were deserted by their owners""","plunder, despoil, loot, reave, strip, rifle, ransack, foray"
pillory,verb,expose to ridicule or public scorn [verb.social] | punish by putting in a pillory [verb.social] | criticize harshly or violently [verb.communication],"The press savaged the new President | The critics crucified the author for plagiarizing a famous passage | ""The press savaged the new President"" | ""The critics crucified the author for plagiarizing a famous passage""","gibbet, savage, blast, crucify"
pillow,verb,rest on or as if on a pillow [verb.contact],"pillow your head | ""pillow your head""",rest
pilot,verb,"operate an airplane [verb.motion] | act as the navigator in a car, plane, or vessel and plan, direct, plot the path and position of the conveyance [verb.motion]","The pilot flew to Cuba | ""The pilot flew to Cuba"" | Is anyone volunteering to navigate during the trip? | Who was navigating the ship during the accident? | ""Is anyone volunteering to navigate during the trip?""","fly, aviate, navigate"
pimp,verb,arrange for sexual partners for others [verb.consumption],,"pander, procure"
pin,verb,to hold fast or prevent from moving [verb.contact] | attach or fasten with pins or as if with pins [verb.contact] | pierce with a pin [verb.contact] | immobilize a piece [verb.competition],"The child was pinned under the fallen tree | ""The child was pinned under the fallen tree"" | pin the needle to the shirt | pin the blame on the innocent man | ""pin the needle to the shirt"". ""pin the blame on the innocent man""","trap, immobilize, immobilise"
pin down,verb,define clearly [verb.cognition] | place in a confining or embarrassing position [verb.social] | attach with or as if with a pin [verb.contact],"I cannot narrow down the rules for this game | ""I cannot narrow down the rules for this game"" | He was trapped in a difficult situation | ""He was trapped in a difficult situation"" | pin up a picture","peg down, nail down, narrow down, narrow, specify, trap, pin up"
pin up,verb,attach with or as if with a pin [verb.contact],"pin up a picture | ""pin up a picture""",pin down
pinch,verb,"squeeze tightly between the fingers [verb.contact] | make ridges into by pinching together [verb.contact] | cut the top off [verb.contact] | irritate as if by a nip, pinch, or tear [verb.change]","He pinched her behind | She squeezed the bottle | ""He pinched her behind"" | ""She squeezed the bottle"" | top trees and bushes","squeeze, twinge, tweet, nip, twitch, crimp, top, vellicate"
pine,verb,have a desire for something or someone who is not present [verb.emotion],"She ached for a cigarette | I am pining for my lover | ""She ached for a cigarette"" | ""I am pining for my lover""","ache, yearn, yen, languish"
pine away,verb,"lose vigor, health, or flesh, as through grief [verb.change]","After her husband died, she just pined away | ""After her husband died, she just pined away""","waste, languish"
ping,verb,"hit with a pinging noise [verb.contact] | sound like a car engine that is firing too early [verb.perception] | make a short high-pitched sound [verb.perception] | contact, usually in order to remind of something [verb.communication] | send a message from one computer to another to check whether it is reachable and active [verb.communication]","The bugs pinged the lamp shade | ""The bugs pinged the lamp shade"" | the car pinged when I put in low-octane gasoline | The car pinked when the ignition was too far retarded | ""the car pinged when I put in low-octane gasoline""","pink, knock"
pinion,verb,bind the arms of [verb.contact] | cut the wings off (of birds) [verb.change],,shackle
pink,verb,"make light, repeated taps on a surface [verb.perception] | sound like a car engine that is firing too early [verb.perception] | cut in a zigzag pattern with pinking shears, in sewing [verb.contact]","he was tapping his fingers on the table impatiently | ""he was tapping his fingers on the table impatiently"" | the car pinged when I put in low-octane gasoline | The car pinked when the ignition was too far retarded | ""the car pinged when I put in low-octane gasoline""","tap, rap, knock, ping"
pinkify,verb,make pink [verb.change],,
pinnacle,verb,surmount with a pinnacle [verb.stative] | raise on or as if on a pinnacle [verb.motion],"pinnacle a pediment | ""pinnacle a pediment"" | He did not want to be pinnacled | ""He did not want to be pinnacled""",
pinpoint,verb,locate exactly [verb.possession],"can you pinpoint the position of the enemy? | The chemists could not nail the identity of the chromosome | ""can you pinpoint the position of the enemy?"" | ""The chemists could not nail the identity of the chromosome""",nail
pioneer,verb,open up an area or prepare a way [verb.creation] | take the lead or initiative in [verb.creation] | open up and explore a new area [verb.cognition],"She pioneered a graduate program for women students | ""She pioneered a graduate program for women students"" | This South African surgeon pioneered heart transplants | participate in the development of | ""This South African surgeon pioneered heart transplants""","open up, initiate"
pip,verb,kill by firing a missile [verb.social] | hit with a missile from a weapon [verb.competition] | defeat thoroughly [verb.competition],"He mopped up the floor with his opponents | ""He mopped up the floor with his opponents""","shoot, hit, worst, mop up, whip, rack up"
pip out,verb,be killed or die [verb.change],,buy it
pipe,verb,utter a shrill cry [verb.communication] | transport by pipeline [verb.motion] | play on a pipe [verb.creation] | trim with piping [verb.creation],"pipe oil, water, and gas into the desert | ""pipe oil, water, and gas into the desert"" | pipe a tune | ""pipe a tune"" | pipe the skirt","shriek, shrill, pipe up"
pipe down,verb,become quiet or quieter [verb.perception],"The audience fell silent when the speaker entered | ""The audience fell silent when the speaker entered""","quieten, hush, quiet, quiesce, quiet down"
pipe in,verb,transport to a destiny through pipes [verb.contact] | bring in through pipes [verb.motion],"We have to pipe in oil | ""We have to pipe in oil"" | Music was piped into the offices | ""Music was piped into the offices""",
pipe up,verb,begin to play or sing [verb.communication] | utter a shrill cry [verb.communication],,"shriek, shrill, pipe"
pipe-clay,verb,whiten or clean with pipe-clay [verb.contact],"pipe-clay leather | ""pipe-clay leather""",
pique,verb,cause to feel resentment or indignation [verb.emotion],"Her tactless remark offended me | ""Her tactless remark offended me""",offend
pirate,verb,copy illegally [verb.possession] | take arbitrarily or by force [verb.contact],"of published material | The Cubans commandeered the plane and flew it to Miami | ""The Cubans commandeered the plane and flew it to Miami""","commandeer, hijack, highjack"
pirouette,verb,"do a pirouette, usually as part of a dance [verb.motion]",,
pistol-whip,verb,beat with a pistol [verb.contact],,
pit,verb,set into opposition or rivalry [verb.competition] | mark with a scar [verb.contact] | remove the pits from [verb.change],"let them match their best athletes against ours | pit a chess player against the Russian champion | He plays his two children off against each other | ""let them match their best athletes against ours"" | ""pit a chess player against the Russian champion""","oppose, match, play off, scar, mark, pock, stone"
pitch,verb,"throw or toss with a light motion [verb.contact] | move abruptly [verb.motion] | fall or plunge forward [verb.motion] | set to a certain pitch [verb.change] | sell or offer for sale from place to place [verb.possession] | be at an angle [verb.motion] | heel over [verb.motion] | erect and fasten [verb.contact] | throw or hurl from the mound to the batter, as in baseball [verb.contact] | hit (a golf ball) in a high arc with a backspin [verb.contact] | lead (a card) and establish the trump suit [verb.competition] | set the level or character of [verb.change]","flip me the beachball | toss me newspaper | ""flip me the beachball"" | ""toss me newspaper"" | The ship suddenly lurched to the left","flip, toss, sky, lurch, shift, peddle, monger, huckster, hawk, vend, slope, incline, cant, cant over, tilt, slant, set up, deliver, gear"
pitch in,verb,eat heartily [verb.consumption],"The food was placed on the table and the children pitched in | ""The food was placed on the table and the children pitched in""",dig in
pitch into,verb,"hit violently, as in an attack [verb.contact]",,"lam into, tear into, lace into, lay into"
pitchfork,verb,lift with a pitchfork [verb.contact],"pitchfork hay | ""pitchfork hay""",fork
pith,verb,remove the pith from (a plant) [verb.possession],,
pitter-patter,verb,"rain gently [verb.weather] | make light, rapid and repeated sounds [verb.perception]","It has only sprinkled, but the roads are slick | ""It has only sprinkled, but the roads are slick"" | gently pattering rain | ""gently pattering rain""","sprinkle, spit, spatter, patter"
pity,verb,share the suffering of [verb.emotion],,"feel for, compassionate, condole with, sympathize with"
pivot,verb,turn on a pivot [verb.motion],,swivel
placard,verb,post in a public place [verb.contact] | publicize or announce by placards [verb.communication],,bill
placate,verb,cause to be more favorably inclined [verb.emotion],"She managed to mollify the angry customer | gain the good will of | ""She managed to mollify the angry customer""","pacify, lenify, conciliate, assuage, appease, mollify, gentle, gruntle"
place,verb,put into a certain place or abstract location [verb.contact] | place somebody in a particular situation or location [verb.social] | assign a rank or rating to [verb.cognition] | assign a location to [verb.possession] | to arrange for [verb.communication] | take a place in a competition [verb.cognition] | intend (something) to move towards a certain goal [verb.competition] | recognize as being [verb.cognition] | assign to (a job or a home) [verb.social] | locate [verb.creation] | estimate [verb.cognition] | identify the location or place of [verb.stative] | make an investment [verb.possession] | assign to a station [verb.competition] | finish second or better in a horse or dog race [verb.competition] | sing a note with the correct pitch [verb.communication],"Put your things here | Set the tray down | Set the dogs on the scent of the missing children | Place emphasis on a certain point | ""Put your things here""","put, set, pose, position, lay, rate, rank, range, order, grade, locate, site, come in, come out, target, aim, direct, point, identify, localize"
place down,verb,cause to sit or seat or be in a settled position or place [verb.contact],"set down your bags here | ""set down your bags here""","set down, put down"
place upright,verb,put into an upright position [verb.contact],"Can you stand the bookshelf up? | ""Can you stand the bookshelf up?""","stand, stand up"
place-kick,verb,"kick (a ball) from a stationary position, in football [verb.contact] | score (a goal) by making a place kick [verb.competition]",,
plagiarise,verb,take without referencing from someone else's writing or speech [verb.possession],of intellectual property,"plagiarize, lift"
plagiarize,verb,take without referencing from someone else's writing or speech [verb.possession],of intellectual property,"plagiarise, lift"
plague,verb,cause to suffer a blight [verb.weather],"Too much rain may blight the garden with mold | ""Too much rain may blight the garden with mold""",blight
plain,verb,"express complaints, discontent, displeasure, or unhappiness [verb.communication]","My mother complains all day | She has a lot to kick about | ""My mother complains all day"" | ""She has a lot to kick about""","complain, kick, sound off, quetch, kvetch"
plait,verb,make by braiding or interlacing [verb.creation] | weave into plaits [verb.contact],"lace a tablecloth | ""lace a tablecloth"" | plait hair | ""plait hair""","braid, lace"
plan,verb,have the will and intention to carry out some action [verb.cognition] | make plans for something [verb.cognition] | make or work out a plan for [verb.creation] | make a design of [verb.creation],"He plans to be in graduate school next year | The rebels had planned turmoil and confusion | ""He plans to be in graduate school next year"" | ""The rebels had planned turmoil and confusion"" | He is planning a trip with his family","be after, project, contrive, design"
plane,verb,"cut or remove with or as if with a plane [verb.contact] | travel on the surface of water [verb.motion] | make even or smooth, with or as with a carpenter's plane [verb.contact]","The machine shaved off fine layers from the piece of wood | ""The machine shaved off fine layers from the piece of wood"" | plane the top of the door | ""plane the top of the door""","shave, skim"
plank,verb,cover with planks [verb.contact] | set (something or oneself) down with or as if with a noise [verb.contact] | cook and serve on a plank [verb.consumption],"The streets were planked | ""The streets were planked"" | He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table""","plank over, flump, plonk, plop, plunk, plump down, plunk down, plump"
plank down,verb,drop heavily [verb.motion],,"plonk down, plump down"
plank over,verb,cover with planks [verb.contact],"The streets were planked | ""The streets were planked""",plank
plant,verb,"put or set (seeds, seedlings, or plants) into the ground [verb.contact] | fix or set securely or deeply [verb.contact] | set up or lay the groundwork for [verb.creation] | place into a river [verb.possession] | place something or someone in a certain position in order to secretly observe or deceive [verb.contact] | put firmly in the mind [verb.cognition]","Let's plant flowers in the garden | ""Let's plant flowers in the garden"" | He planted a knee in the back of his opponent | The dentist implanted a tooth in the gum | ""He planted a knee in the back of his opponent""","set, implant, engraft, embed, imbed, establish, found, constitute, institute"
plash,verb,interlace the shoots of [verb.contact] | dash a liquid upon or against [verb.contact],"pleach a hedge | ""pleach a hedge"" | The mother splashed the baby's face with water | ""The mother splashed the baby's face with water""","pleach, spatter, splatter, splash, splosh, swash"
plaster,verb,"apply a heavy coat to [verb.contact] | cover conspicuously or thickly, as by pasting something on [verb.contact] | affix conspicuously [verb.contact] | apply a plaster cast to [verb.contact] | coat with plaster [verb.contact] | dress by covering with a therapeutic substance [verb.body]","The demonstrators plastered the hallways with posters | She let the walls of the apartment be beplastered with stucco | ""The demonstrators plastered the hallways with posters"" | ""She let the walls of the apartment be beplastered with stucco"" | She plastered warnings all over the wall","plaster over, stick on, beplaster, daub, poultice"
plaster over,verb,apply a heavy coat to [verb.contact],,"plaster, stick on"
plasticise,verb,"become plastic, as by having a plasticizer added [verb.change] | make plastic, as by the addition of a plasticizer [verb.change]","plasticized PVC | ""plasticized PVC""",plasticize
plasticize,verb,"become plastic, as by having a plasticizer added [verb.change] | make plastic, as by the addition of a plasticizer [verb.change]","plasticized PVC | ""plasticized PVC""",plasticise
plastinate,verb,"preserve (tissue) with plastics, as for teaching and research purposes [verb.possession]","The doctor plastinates bodies to teach anatomy to his students | ""The doctor plastinates bodies to teach anatomy to his students""",
plat,verb,make a plat of [verb.cognition],"Plat the town | ""Plat the town""",plot
plate,verb,coat with a layer of metal [verb.contact],"plate spoons with silver | ""plate spoons with silver""",
platinize,verb,coat with metallic platinum [verb.contact],,
platitudinize,verb,utter platitudes [verb.communication],"The candidate platitudinized and bored the audience | ""The candidate platitudinized and bored the audience""",
play,verb,"participate in games or sport [verb.competition] | act or have an effect in a specified way or with a specific effect or outcome [verb.social] | play on an instrument [verb.creation] | play a role or part [verb.creation] | be at play [verb.social] | replay (as a melody) [verb.creation] | perform music on (a musical instrument) [verb.creation] | pretend to have certain qualities or state of mind [verb.body] | move or seem to move quickly, lightly, or irregularly [verb.motion] | bet or wager (money) [verb.competition] | engage in recreational activities rather than work [verb.social] | pretend to be somebody in the framework of a game or playful activity [verb.creation] | emit recorded sound [verb.creation] | perform on a certain location [verb.creation] | put (a card or piece) into play during a game, or act strategically as if in a card game [verb.competition] | engage in an activity as if it were a game rather than take it seriously [verb.body] | behave in a certain way [verb.social] | cause to emit recorded audio or video [verb.creation] | manipulate manually or in one's mind or imagination [verb.contact] | use to one's advantage [verb.consumption] | consider not very seriously [verb.cognition] | be received or accepted or interpreted in a specific way [verb.stative] | behave carelessly or indifferently [verb.social] | cause to move or operate freely within a bounded space [verb.motion] | perform on a stage or theater [verb.creation] | be performed or presented for public viewing [verb.creation] | cause to happen or to occur as a consequence [verb.creation] | discharge or direct or be discharged or directed as if in a continuous stream [verb.contact] | make bets [verb.competition] | stake on the outcome of an issue [verb.competition] | shoot or hit in a particular manner [verb.competition] | use or move [verb.competition] | employ in a game or in a specific position [verb.competition] | contend against an opponent in a sport, game, or battle [verb.competition] | exhaust by allowing to pull on the line [verb.body]","We played hockey all afternoon | play cards | Pele played for the Brazilian teams in many important matches | ""We played hockey all afternoon"" | ""play cards""","act, represent, spiel, act as, recreate, toy, run, fiddle, diddle, dally, trifle, flirt, roleplay, playact, bring, work, wreak, make for, bet, wager"
play a joke on,verb,subject to a playful hoax or joke [verb.social] | deceive somebody [verb.social],"We tricked the teacher into thinking that class would be cancelled next week | ""We tricked the teacher into thinking that class would be cancelled next week""","hoax, pull someone's leg, flim-flam, play tricks, trick, fob, fox, pull a fast one on, play a trick on"
play a trick on,verb,deceive somebody [verb.social],"We tricked the teacher into thinking that class would be cancelled next week | ""We tricked the teacher into thinking that class would be cancelled next week""","flim-flam, play a joke on, play tricks, trick, fob, fox, pull a fast one on"
play along,verb,cooperate or pretend to cooperate [verb.social] | perform an accompaniment to [verb.creation],"He decided to play along with the burglars for the moment | ""He decided to play along with the burglars for the moment"" | The orchestra could barely follow the frequent pitch changes of the soprano | ""The orchestra could barely follow the frequent pitch changes of the soprano""","go along, accompany, follow"
play around,verb,commit adultery [verb.social] | work with in an amateurish manner [verb.social],"he plays around a lot | ""he plays around a lot"" | She dabbles in astronomy | He plays around with investments but he never makes any money | ""She dabbles in astronomy""","fool around, dabble, smatter"
play back,verb,reproduce (a recording) on a recorder [verb.creation],"The lawyers played back the conversation to show that their client was innocent | ""The lawyers played back the conversation to show that their client was innocent""",replay
play down,verb,understate the importance or quality of [verb.change],"he played down his royal ancestry | ""he played down his royal ancestry""","background, downplay"
play false,verb,conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end [verb.communication],"He bamboozled his professors into thinking that he knew the subject well | ""He bamboozled his professors into thinking that he knew the subject well""","bamboozle, snow, hoodwink, pull the wool over someone's eyes, lead by the nose"
play hooky,verb,play truant from work or school [verb.stative],"The boy often plays hooky | ""The boy often plays hooky""",bunk off
play it by ear,verb,"decide on one's actions as one goes along, depending on the situation [verb.social]","She didn't know what to expect from her new job, so she played it by ear | ""She didn't know what to expect from her new job, so she played it by ear""",
play off,verb,set into opposition or rivalry [verb.competition],"let them match their best athletes against ours | pit a chess player against the Russian champion | He plays his two children off against each other | ""let them match their best athletes against ours"" | ""pit a chess player against the Russian champion""","pit, oppose, match"
play out,verb,deplete [verb.possession] | perform or be performed to the end [verb.creation] | play to a finish [verb.competition] | become spent or exhausted [verb.change],"exhaust one's savings | We quickly played out our strength | ""exhaust one's savings"" | ""We quickly played out our strength"" | How will the election drama be played out?","run down, exhaust, sap, tire"
play possum,verb,to pretend to be dead [verb.communication],,
play tricks,verb,deceive somebody [verb.social],"We tricked the teacher into thinking that class would be cancelled next week | ""We tricked the teacher into thinking that class would be cancelled next week""","flim-flam, play a joke on, trick, fob, fox, pull a fast one on, play a trick on"
play up,verb,move into the foreground to make more visible or prominent [verb.change] | ingratiate oneself to [verb.emotion],"The introduction highlighted the speaker's distinguished career in linguistics | ""The introduction highlighted the speaker's distinguished career in linguistics"" | She is playing up to the chairman | often with insincere behavior | ""She is playing up to the chairman""","foreground, highlight, spotlight, cozy up, cotton up, shine up, sidle up, suck up"
playact,verb,perform on a stage or theater [verb.creation],"She acts in this play | He acted in `Julius Caesar' | I played in `A Christmas Carol' | ""She acts in this play"" | ""He acted in `Julius Caesar'""","act, play, roleplay"
plea-bargain,verb,agree to plead guilty in return for a lesser charge [verb.communication],"If he plea-bargains, he will be sent to a medium-security prison for 8 years | ""If he plea-bargains, he will be sent to a medium-security prison for 8 years""",
pleach,verb,form or weave into a braid or braids [verb.contact] | interlace the shoots of [verb.contact],"braid hair | ""braid hair"" | pleach a hedge | ""pleach a hedge""","braid, plash"
plead,verb,"appeal or request earnestly [verb.communication] | offer as an excuse or plea [verb.communication] | enter a plea, as in courts of law [verb.communication] | make an allegation in an action or other legal proceeding, especially answer the previous pleading of the other party by denying facts therein stated or by alleging new facts [verb.communication]","I pleaded with him to stop | ""I pleaded with him to stop"" | She was pleading insanity | ""She was pleading insanity"" | She pleaded not guilty",
please,verb,give pleasure to or be pleasing to [verb.emotion] | be the will of or have the will (to) [verb.emotion] | give satisfaction [verb.emotion],"These colors please the senses | a pleasing sensation | ""These colors please the senses"" | ""a pleasing sensation"" | he could do many things if he pleased",delight
pleat,verb,"pleat or gather into a ruffle [verb.contact] | fold into pleats, ""Pleat the cloth"" [verb.contact]","ruffle the curtain fabric | ""ruffle the curtain fabric"" | Pleat the cloth","ruffle, plicate"
pledge,verb,"promise solemnly and formally [verb.communication] | pay (an amount of money) as a contribution to a charity or service, especially at regular intervals [verb.possession] | propose a toast to [verb.consumption] | give as a guarantee [verb.communication] | bind or secure by a pledge [verb.communication]","I pledge that I will honor my wife | ""I pledge that I will honor my wife"" | I pledged $10 a month to my favorite radio station | ""I pledged $10 a month to my favorite radio station"" | Let us toast the birthday girl!","plight, subscribe, toast, drink, salute, wassail"
plicate,verb,"fold into pleats, ""Pleat the cloth"" [verb.contact]",Pleat the cloth,pleat
plight,verb,give to in marriage [verb.communication] | promise solemnly and formally [verb.communication],"I pledge that I will honor my wife | ""I pledge that I will honor my wife""","betroth, engage, affiance, pledge"
plod,verb,"walk heavily and firmly, as when weary, or through mud [verb.motion]","Mules plodded in a circle around a grindstone | ""Mules plodded in a circle around a grindstone""","slog, footslog, trudge, pad, tramp"
plonk,verb,set (something or oneself) down with or as if with a noise [verb.contact],"He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table"" | ""He planked himself into the sofa""","plank, flump, plop, plunk, plump down, plunk down, plump"
plonk down,verb,drop heavily [verb.motion],,"plump down, plank down"
plop,verb,drop something with a plopping sound [verb.motion] | drop with the sound of something falling into water [verb.motion] | set (something or oneself) down with or as if with a noise [verb.contact],"He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table"" | ""He planked himself into the sofa""","plank, flump, plonk, plunk, plump down, plunk down, plump"
plot,verb,"plan secretly, usually something illegal [verb.cognition] | make a schematic or technical drawing of that shows interactions among variables or how something is constructed [verb.creation] | make a plat of [verb.cognition] | devise the sequence of events in (a literary work or a play, movie, or ballet) [verb.creation]","They plotted the overthrow of the government | ""They plotted the overthrow of the government"" | Plat the town | ""Plat the town"" | the writer is plotting a new novel","diagram, plat"
plough,verb,move in a way resembling that of a plow cutting into or going through the soil [verb.motion] | to break and turn over earth especially with a plow [verb.creation],"The ship plowed through the water | ""The ship plowed through the water"" | Farmer Jones plowed his east field last week | turn the earth in the Spring | ""Farmer Jones plowed his east field last week""","plow, turn"
plough on,verb,continue moving forward [verb.motion],,"press on, push on"
plow,verb,to break and turn over earth especially with a plow [verb.creation] | act on verbally or in some form of artistic expression [verb.communication] | move in a way resembling that of a plow cutting into or going through the soil [verb.motion],"Farmer Jones plowed his east field last week | turn the earth in the Spring | ""Farmer Jones plowed his east field last week"" | ""turn the earth in the Spring"" | This book deals with incest","plough, turn, cover, treat, handle, deal, address"
plow ahead,verb,proceed (with a plan of action) [verb.communication],"He went ahead with the project | ""He went ahead with the project""",go ahead
pluck,verb,pull or pull out sharply [verb.contact] | sell something to or obtain something from by energetic and especially underhanded activity [verb.possession] | rip off [verb.possession] | pull lightly but sharply with a plucking motion [verb.contact] | strip of feathers [verb.contact] | look for and gather [verb.contact],"pluck the flowers off the bush | ""pluck the flowers off the bush"" | ask an unreasonable price | he plucked the strings of his mandolin | ""he plucked the strings of his mandolin""","tweak, pull off, pick off, hustle, roll, overcharge, soak, surcharge, gazump, fleece, plume, rob, hook, plunk, pick, pull, tear, deplume, deplumate, displume"
pluck at,verb,pluck or pull at with the fingers [verb.contact],"She picked nervously at the buttons of her blouse | ""She picked nervously at the buttons of her blouse""","pick at, pull at"
plug,verb,fill or close tightly with or as if with a plug [verb.contact] | persist in working hard [verb.change] | deliver a quick blow to [verb.contact] | make a plug for [verb.communication] | insert a plug into [verb.change] | insert as a plug [verb.change],"plug the hole | stop up the leak | ""plug the hole"" | ""stop up the leak"" | Students must plug away at this problem","stop up, secure, plug away, punch"
plug away,verb,work doggedly or persistently [verb.social] | persist in working hard [verb.change],"She keeps plugging away at her dissertation | ""She keeps plugging away at her dissertation"" | Students must plug away at this problem | ""Students must plug away at this problem""","peg away, slog, keep one's nose to the grindstone, keep one's shoulder to the wheel, plug"
plug in,verb,plug into an outlet [verb.contact],"Please plug in the toaster! | Connect the TV so we can watch the football game tonight | ""Please plug in the toaster!"" | ""Connect the TV so we can watch the football game tonight""","plug into, connect"
plug into,verb,plug into an outlet [verb.contact],"Please plug in the toaster! | Connect the TV so we can watch the football game tonight | ""Please plug in the toaster!"" | ""Connect the TV so we can watch the football game tonight""","plug in, connect"
plumb,verb,measure the depth of something [verb.cognition] | weight with lead [verb.contact] | examine thoroughly and in great depth [verb.cognition] | adjust with a plumb line so as to make vertical [verb.change],,
plume,verb,rip off [verb.possession] | be proud of [verb.emotion] | deck with a plume [verb.creation] | clean with one's bill [verb.contact] | form a plume [verb.change] | dress or groom with elaborate care [verb.body],"ask an unreasonable price | He prides himself on making it into law school | ""He prides himself on making it into law school"" | a plumed helmet | ""a plumed helmet""","overcharge, soak, surcharge, gazump, fleece, pluck, rob, hook, pride, congratulate, preen, primp, dress"
plummet,verb,drop sharply [verb.motion],"The stock market plummeted | ""The stock market plummeted""",plump
plump,verb,drop sharply [verb.motion] | set (something or oneself) down with or as if with a noise [verb.contact] | make fat or plump [verb.consumption] | give support (to) or make a choice (of) one out of a group or number [verb.cognition],"The stock market plummeted | ""The stock market plummeted"" | He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table""","plummet, plank, flump, plonk, plop, plunk, plump down, plunk down, fatten, fat, flesh out, fill out, plump out, fatten out, fatten up, go"
plump down,verb,drop heavily [verb.motion] | set (something or oneself) down with or as if with a noise [verb.contact],"He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table"" | ""He planked himself into the sofa""","plonk down, plank down, plank, flump, plonk, plop, plunk, plunk down, plump"
plump for,verb,be behind [verb.social],"He plumped for the Labor Party | I backed Kennedy in 1960 | approve of | ""He plumped for the Labor Party"" | ""I backed Kennedy in 1960""","back, endorse, indorse, plunk for, support"
plump in,verb,arrive suddenly and unannounced [verb.motion],"He plumped in on a Sunday morning | ""He plumped in on a Sunday morning""",
plump out,verb,depart suddenly [verb.motion] | make fat or plump [verb.consumption],"He plumped out of the house | ""He plumped out of the house"" | We will plump out that poor starving child | ""We will plump out that poor starving child""","fatten, fat, flesh out, fill out, plump, fatten out, fatten up"
plump up,verb,make fuller by shaking [verb.contact],"fluff up the pillows | ""fluff up the pillows""","fluff up, shake up"
plunder,verb,take illegally [verb.possession] | plunder (a town) after capture [verb.possession] | steal goods [verb.possession] | destroy and strip of its possession [verb.contact],"This writer plundered from famous authors | of intellectual property | ""This writer plundered from famous authors"" | the barbarians sacked Rome | ""the barbarians sacked Rome""","loot, sack, despoil, reave, strip, rifle, ransack, pillage, foray, rape, spoil, violate"
plunge,verb,"thrust or throw into [verb.contact] | drop steeply [verb.motion] | dash violently or with great speed or impetuosity [verb.motion] | begin with vigor [verb.change] | cause to be immersed [verb.cognition] | fall abruptly [verb.motion] | immerse briefly into a liquid so as to wet, coat, or saturate [verb.contact] | devote (oneself) fully to [verb.cognition]","Immerse yourself in hot water | ""Immerse yourself in hot water"" | the stock market plunged | ""the stock market plunged"" | She plunged at it eagerly","immerse, dive, plunk, launch, dump, dunk, dip, souse, douse, steep, engulf, engross, absorb, soak up"
plunk,verb,make or move along with a sound as of a horse's hooves striking the ground [verb.perception] | set (something or oneself) down with or as if with a noise [verb.contact] | drop steeply [verb.motion] | pull lightly but sharply with a plucking motion [verb.contact],"He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table"" | ""He planked himself into the sofa"" | the stock market plunged","clop, clump, clunk, plank, flump, plonk, plop, plump down, plunk down, plump, dive, plunge, pluck, pick"
plunk down,verb,set (something or oneself) down with or as if with a noise [verb.contact],"He planked the money on the table | He planked himself into the sofa | ""He planked the money on the table"" | ""He planked himself into the sofa""","plank, flump, plonk, plop, plunk, plump down, plump"
plunk for,verb,be behind [verb.social],"He plumped for the Labor Party | I backed Kennedy in 1960 | approve of | ""He plumped for the Labor Party"" | ""I backed Kennedy in 1960""","back, endorse, indorse, plump for, support"
pluralise,verb,mark with a grammatical morpheme that indicates plural [verb.communication],"How do speakers pluralize nouns in Japanese? | ""How do speakers pluralize nouns in Japanese?""",pluralize
